TERM,NLP1,NLP2,NLP3,NLP4,NLP5,Agreeableness,Extroversion,Conscientiousness,Neuroticism,Openness/Intellect
dumb,-16.626543045043945,14.05517864227295,-28.83247947692871,6.94956636428833,0.36033105850219727,,,,,
durable,27.906572341918945,-0.18142935633659363,25.874683380126953,14.98852825164795,15.129186630249023,,,,,
dutiful,44.32088851928711,33.044986724853516,8.019560813903809,-22.876253128051758,-13.473211288452148,,,,,
dynamic,23.331703186035156,-41.42250061035156,11.066985130310059,14.190215110778809,24.952945709228516,,,,,
eager,25.507465362548828,-42.20073318481445,-1.7109404802322388,-0.043282315135002136,-12.770268440246582,,,,,
eagle-eyed,15.497397422790527,-17.3149471282959,29.54810905456543,1.2015236616134644,3.0973925590515137,,,,,
earnest,41.684879302978516,4.281375408172607,5.0010552406311035,-20.41412925720215,-0.9891505837440491,0.29,-0.03,0.07,-0.09,0.22
earthly-minded,26.60429573059082,23.874555587768555,-17.16084098815918,2.286547899246216,-15.786720275878906,,,,,
earthly-wise,27.09535026550293,4.14377498626709,6.8758320808410645,6.578838348388672,8.260157585144043,,,,,
earthy,25.239078521728516,-6.234164237976074,-10.077210426330566,6.724442005157471,-0.938666582107544,0.22,-0.03,-0.01,-0.26,0.18
easeless,-7.70704460144043,20.845340728759766,-9.201203346252441,31.424007415771484,11.700981140136719,,,,,
easygoing,54.54322052001953,-8.20661449432373,-29.88133430480957,-5.73369026184082,-27.088821411132812,,,,,
ebullient,27.946395874023438,-50.93848419189453,-8.230463981628418,10.030232429504395,-13.611618995666504,,,,,
eccentric,-2.4731085300445557,-34.021644592285156,-3.2316718101501465,1.6143925189971924,13.102981567382812,,,,,
eclectic,19.291105270385742,-30.426631927490234,-3.920299768447876,13.590056419372559,27.232351303100586,,,,,
economical,30.431381225585938,11.953857421875,17.74462890625,-0.06860669702291489,-3.471137046813965,0.14,-0.13,0.39,-0.14,0.01
economizing,11.768874168395996,29.290138244628906,7.728912353515625,-0.5277010798454285,4.280948162078857,,,,,
edgy,-12.941015243530273,-29.842105865478516,14.393918991088867,5.540257930755615,6.854434490203857,,,,,
educable,42.54314041137695,-11.288956642150879,7.323097229003906,-0.07041718065738678,6.096842288970947,,,,,
educated,39.64212417602539,-6.365211009979248,23.041885375976562,-6.800608158111572,5.777241230010986,,,,,
effective,28.280061721801758,-16.580175399780273,29.985658645629883,4.90798807144165,14.38747787475586,,,,,
effeminate,16.07537078857422,12.741744995117188,-46.595489501953125,-10.588393211364746,-3.799210548400879,,,,,
effervescent,29.88116455078125,-45.44376754760742,-12.145779609680176,7.926867961883545,-4.837794303894043,,,,,
efficient,36.36735916137695,-0.565708339214325,28.55793571472168,2.2179551124572754,-6.950395107269287,0.09,0.01,0.57,0.0,0.07
effusive,25.512388229370117,-43.75450897216797,-15.22700309753418,-3.739182949066162,-14.998746871948242,,,,,
egocentric,-27.50204086303711,-25.028696060180664,7.874472618103027,-8.861854553222656,-29.032245635986328,-0.34,0.04,-0.12,0.13,0.12
egotistical,-31.66397476196289,-21.045255661010742,13.697591781616211,-19.48227310180664,-29.532777786254883,-0.42,0.12,-0.09,0.18,0.09
elderly,-4.267219543457031,26.18599510192871,-6.235353946685791,-11.743632316589355,23.451353073120117,,,,,
elegant,49.533756256103516,3.59951114654541,11.54314136505127,-11.682509422302246,8.554862976074219,,,,,
elfish,-17.283275604248047,5.486627101898193,-16.92074203491211,7.082376480102539,25.403451919555664,,,,,
eloquent,40.28497314453125,-19.81332015991211,18.3980712890625,-8.435059547424316,4.525175094604492,0.1,0.18,0.16,0.0,0.25
elusive,-7.424895763397217,0.03798840939998627,-5.882388114929199,3.6514415740966797,29.692951202392578,,,,,
emasculated,-21.809879302978516,32.7679443359375,-29.497833251953125,0.5894752144813538,17.973674774169922,,,,,
embarrassed,-14.640170097351074,15.093250274658203,-27.65079689025879,-25.387168884277344,12.236495971679688,,,,,
embarrassing,-31.374427795410156,-9.580323219299316,-11.264640808105469,-11.221989631652832,9.469433784484863,,,,,
embellishing,0.019607393071055412,-30.67238998413086,-11.631304740905762,-2.086395263671875,25.975656509399414,,,,,
embittered,-35.21772384643555,14.739248275756836,12.892412185668945,-18.879974365234375,11.428385734558105,,,,,
embracing,45.64403533935547,-16.605581283569336,-22.23133087158203,-9.001396179199219,-0.2706555128097534,,,,,
emergent,11.181264877319336,-20.914770126342773,-3.7921295166015625,31.454221725463867,41.029720306396484,,,,,
emotional,8.473038673400879,-24.077917098999023,-8.284399032592773,-15.635809898376465,16.89501953125,0.38,0.12,-0.09,0.49,-0.02
emotionless,-6.370506286621094,58.102420806884766,32.491275787353516,30.466297149658203,-20.918331146240234,,,,,
empathetic,47.614601135253906,-6.896138668060303,-10.459189414978027,-24.849681854248047,5.736222267150879,,,,,
empathic,47.4920768737793,-7.418240547180176,-8.159712791442871,-23.6807918548584,6.495550632476807,0.22,-0.01,-0.01,0.03,0.28
emphatic,1.594158411026001,-33.175445556640625,22.811279296875,10.366691589355469,-4.171961307525635,,,,,
empirical,16.178709030151367,11.495115280151367,25.280336380004883,18.152101516723633,4.309704303741455,,,,,
employed,22.9755916595459,-5.5596818923950195,11.12198257446289,11.53270435333252,23.987070083618164,,,,,
empowering,36.79442596435547,-19.606082916259766,11.606844902038574,-1.4848499298095703,11.884328842163086,,,,,
encouraged,33.277320861816406,-20.96561622619629,-1.9674079418182373,5.633978843688965,21.408214569091797,,,,,
encouraging,52.00508499145508,-22.07441520690918,-5.442935943603516,-15.16511058807373,-6.049996376037598,,,,,
encumbered,-20.367347717285156,31.481237411499023,-5.910300254821777,0.9568755626678467,23.326940536499023,,,,,
encyclopedic,15.4722261428833,-11.461333274841309,14.737825393676758,7.2197442054748535,16.257009506225586,,,,,
energetic,32.7327880859375,-47.27799987792969,3.733855962753296,4.72152042388916,-10.686689376831055,0.16,0.48,0.12,-0.13,0.02
engaging,45.50582504272461,-28.717182159423828,4.635272026062012,-5.7892656326293945,4.08783483505249,,,,,
enigmatic,-4.793455600738525,-4.102393627166748,1.9238708019256592,-1.2737360000610352,30.42760467529297,,,,,
enlightened,41.404876708984375,-13.37373161315918,10.518903732299805,-0.631017804145813,17.58197784423828,,,,,
enterprising,28.075275421142578,-38.548316955566406,16.03640365600586,0.016836147755384445,-5.722678184509277,-0.04,0.28,0.21,-0.19,0.27
entertaining,31.749387741088867,-33.317806243896484,2.4778881072998047,-5.497394561767578,6.97472620010376,,,,,
enthusiastic,33.22970199584961,-46.804996490478516,-4.608402252197266,-2.8151133060455322,-13.89879035949707,0.29,0.5,0.02,-0.03,-0.01
envious,-25.57416343688965,-7.6838459968566895,5.9795427322387695,-30.27066421508789,2.9728243350982666,-0.04,-0.12,-0.1,0.47,-0.08
equalitarian,35.689453125,-1.138464093208313,-13.811676025390625,-2.29042911529541,2.124691963195801,,,,,
equitable,46.89677429199219,3.759925603866577,5.501002788543701,-2.913851261138916,1.88935124874115,,,,,
equivocal,-3.0325639247894287,2.0828163623809814,-35.34712219238281,6.90132474899292,27.725744247436523,,,,,
equivocating,-8.100311279296875,9.431777954101562,-38.387107849121094,-7.472480773925781,20.11151695251465,,,,,
erotic,-1.8608982563018799,-25.876296997070312,-3.1275618076324463,-7.781979560852051,16.906219482421875,,,,,
erratic,-31.916032791137695,-21.592363357543945,-12.293703079223633,4.668107509613037,16.39182472229004,-0.13,-0.01,-0.43,0.19,0.12
erudite,30.241182327270508,-9.202144622802734,25.647071838378906,-12.877880096435547,1.4763438701629639,,,,,
esoteric,-5.5608110427856445,-1.6830530166625977,6.316387176513672,0.5972787141799927,33.253387451171875,,,,,
ethereal,25.671730041503906,1.2609318494796753,-17.368295669555664,2.0489916801452637,30.819913864135742,,,,,
ethical,41.465457916259766,5.988305568695068,18.15819549560547,-11.973184585571289,4.160533905029297,0.2,-0.17,0.18,-0.1,0.2
ethnocentric,-0.9500506520271301,-14.46247673034668,-6.7345662117004395,1.2701612710952759,5.901588439941406,,,,,
evangelistic,17.728975296020508,-25.32868766784668,-6.496166229248047,-9.141778945922852,-4.033449172973633,,,,,
evasive,-15.912550926208496,4.901043891906738,-5.474021911621094,-7.07282018661499,6.707442760467529,,,,,
even-handed,51.63887023925781,12.466361999511719,-0.9780044555664062,-4.8478922843933105,-15.766974449157715,,,,,
evil,-36.057884216308594,-4.803278923034668,12.824252128601074,-10.134761810302734,24.162044525146484,,,,,
exact,12.354557991027832,21.1915340423584,36.46800231933594,19.050899505615234,16.099720001220703,,,,,
exacting,-11.169957160949707,14.185811996459961,57.660179138183594,-6.924929141998291,0.6556909084320068,-0.08,-0.02,0.47,0.02,0.1
exaggerative,-24.366718292236328,-39.2054328918457,-7.34254789352417,-6.41226053237915,-8.597965240478516,,,,,
exasperated,-30.36597442626953,-2.0425636768341064,-4.561037063598633,-11.124505043029785,20.332929611206055,,,,,
excellent,36.80941390991211,-13.890148162841797,11.751051902770996,2.7019870281219482,23.547006607055664,,,,,
exceptional,20.95452880859375,-23.31635856628418,20.92751693725586,14.027742385864258,35.9200325012207,,,,,
excessive,-28.20857810974121,-27.788299560546875,1.118080973625183,1.924662709236145,-5.785943031311035,,,,,
excitable,0.10592315346002579,-52.85438919067383,-5.812169075012207,2.8275365829467773,-14.469942092895508,0.22,0.3,-0.07,0.31,-0.1
excited,12.360138893127441,-43.59693145751953,-8.742701530456543,-4.20602560043335,-1.207571268081665,,,,,
exciting,20.649738311767578,-43.653446197509766,7.122314453125,9.159551620483398,20.893173217773438,,,,,
exclusive,-9.94942569732666,11.720487594604492,31.541400909423828,-0.22870635986328125,9.320860862731934,,,,,
exhausted,-23.33861541748047,19.112096786499023,-21.64896583557129,-11.581022262573242,28.93900489807129,,,,,
exhaustible,-13.815400123596191,-5.479328155517578,-4.150181770324707,15.3397855758667,22.874065399169922,,,,,
exhaustive,-2.2369143962860107,-8.178813934326172,18.485471725463867,14.099757194519043,21.56673812866211,,,,,
exhibitionistic,-12.246061325073242,-40.982669830322266,-3.0985920429229736,0.6312755346298218,-24.780906677246094,-0.2,0.32,-0.17,0.06,0.05
expansive,30.361440658569336,-34.70178985595703,-2.5982797145843506,13.013484001159668,10.670279502868652,,,,,
expectant,26.289710998535156,-11.77558422088623,-11.894408226013184,-3.3323802947998047,1.9630481004714966,,,,,
expedient,22.71771812438965,-7.219054698944092,11.143887519836426,10.82022476196289,-9.537996292114258,,,,,
expeditious,14.123167991638184,-15.26602840423584,15.430153846740723,13.174078941345215,-17.530881881713867,,,,,
experienced,25.269878387451172,-6.917518138885498,27.124649047851562,8.887736320495605,25.864131927490234,,,,,
experiential,18.059778213500977,-10.798096656799316,2.622199058532715,17.80452537536621,23.656539916992188,,,,,
experimenting,7.523288249969482,-28.029094696044922,-11.17602252960205,8.27645206451416,24.521665573120117,,,,,
explicit,-0.3031609356403351,-19.634159088134766,21.300901412963867,22.883590698242188,13.413896560668945,,,,,
exploitative,-37.29445266723633,-7.048526287078857,7.079672336578369,-14.38991928100586,-9.222254753112793,,,,,
explosive,-20.354022979736328,-41.23283004760742,16.150436401367188,8.293012619018555,6.659614086151123,-0.25,0.25,-0.1,0.21,-0.04
expressive,28.52751922607422,-37.35803985595703,5.206029891967773,1.4126766920089722,14.82419204711914,0.12,0.38,0.06,0.14,0.22
extraordinary,10.630146026611328,-27.167552947998047,13.83409595489502,17.351957321166992,42.108917236328125,,,,,
extravagant,4.208642482757568,-44.544708251953125,-0.013584349304437637,2.4557881355285645,2.9790890216827393,0.01,0.21,-0.13,0.24,0.0
extraverted,0.8165102005004883,-38.3131217956543,5.395752429962158,3.605609655380249,-4.554154872894287,,,,,
extreme,-23.754486083984375,-26.841777801513672,21.766565322875977,14.626180648803711,23.73168182373047,,,,,
extroverted,27.379703521728516,-41.234130859375,-1.9427247047424316,3.5628206729888916,-19.708358764648438,0.06,0.64,-0.07,-0.01,0.07
facetious,-0.944098174571991,-39.92473220825195,-6.597243785858154,-9.094686508178711,-13.956414222717285,,,,,
factious,-3.545780658721924,1.9445432424545288,46.00688171386719,6.009847640991211,-17.07921600341797,,,,,
faint-hearted,-7.3964385986328125,22.21820068359375,-31.761510848999023,-13.485461235046387,-1.59769868850708,,,,,
fair,52.6554069519043,-0.007330897264182568,0.4640095829963684,-10.684289932250977,-8.027057647705078,,,,,
fair-minded,56.26301193237305,-2.2390432357788086,-3.420314073562622,-13.356184959411621,-11.96518611907959,,,,,
fair-natured,57.714969635009766,-0.3043571412563324,-10.761218070983887,-12.100122451782227,-20.958498001098633,,,,,
faithful,41.658164978027344,7.254164695739746,16.794382095336914,-4.887221813201904,2.3109912872314453,,,,,
faithless,-37.12040328979492,5.953282356262207,-7.15482759475708,5.791999816894531,0.8251341581344604,,,,,
fake,-18.544164657592773,8.875916481018066,-21.31277084350586,0.7764183878898621,6.071422100067139,,,,,
false,-22.633031845092773,1.1873095035552979,-18.410438537597656,8.532819747924805,21.613018035888672,,,,,
false-hearted,-22.85781478881836,0.3001501262187958,-26.801315307617188,-7.953063488006592,-7.123015403747559,,,,,
faltering,-21.888811111450195,9.756205558776855,-29.734169006347656,-1.8068546056747437,34.56623458862305,,,,,
familiar,27.02219009399414,2.279500961303711,5.079600811004639,17.425395965576172,19.99072265625,,,,,
famous,10.5716552734375,-22.304134368896484,13.54793643951416,5.685008525848389,33.089786529541016,,,,,
fanatical,-22.259965896606445,-21.68936538696289,16.950584411621094,-6.344151973724365,2.968216896057129,,,,,
fanciful,10.492907524108887,-29.18947982788086,-10.156316757202148,-4.1051836013793945,10.908577919006348,,,,,
fancy,16.212276458740234,-21.908170700073242,2.1567986011505127,-7.187991619110107,9.292573928833008,,,,,
fancy-free,18.205394744873047,7.8465495109558105,-16.71467399597168,35.91769027709961,-35.65415573120117,,,,,
fantastical,-2.6473796367645264,-30.705917358398438,-6.052035808563232,8.929346084594727,28.291257858276367,,,,,
farseeing,34.56193161010742,-9.25145149230957,24.751333236694336,-2.568772315979004,15.935102462768555,,,,,
fascinating,19.544509887695312,-26.353879928588867,11.275425910949707,2.7373156547546387,36.62786102294922,,,,,
fashionable,34.272926330566406,-22.41998863220215,9.572809219360352,1.2367401123046875,7.530456066131592,,,,,
fastidious,18.877288818359375,20.159414291381836,39.94277572631836,-14.099525451660156,-6.554840564727783,,,,,
fat,-17.3120174407959,-0.08705037832260132,-17.40068244934082,0.5350865721702576,7.107677936553955,,,,,
fatalistic,-17.844703674316406,38.94632339477539,8.555042266845703,-7.54996395111084,0.4317702353000641,,,,,
fatherly,39.686622619628906,10.082080841064453,-6.189776420593262,-29.743873596191406,-4.336172580718994,,,,,
fatigueless,-13.958155632019043,24.553543090820312,-28.529449462890625,23.11578941345215,11.67009162902832,,,,,
fatuous,-24.6763973236084,-13.068229675292969,-15.647137641906738,1.7709100246429443,-8.365741729736328,,,,,
faultfinding,-25.317655563354492,2.746666669845581,24.780391693115234,-10.478899955749512,-7.058607578277588,-0.31,-0.1,0.05,0.38,-0.02
fawning,14.990490913391113,-4.027481555938721,-36.080535888671875,-28.06681251525879,-4.052599906921387,,,,,
fearful,-22.73111915588379,17.8237361907959,2.3084990978240967,-25.63863182067871,18.338916778564453,0.18,-0.24,-0.06,0.38,-0.12
fearless,6.643561363220215,-33.58448791503906,11.662008285522461,19.32461166381836,-9.632794380187988,,,,,
feckless,-23.57301139831543,17.429027557373047,-31.048601150512695,14.770766258239746,0.7994329333305359,,,,,
feeble-minded,-21.083951950073242,27.298351287841797,-41.99624252319336,-9.74853229522705,1.536994457244873,,,,,
feelingful,37.69690704345703,-11.710280418395996,-14.906661033630371,-12.314638137817383,23.997772216796875,,,,,
feelingless,-22.203760147094727,41.5256462097168,7.8582282066345215,36.00153732299805,-18.011972427368164,,,,,
felicitous,42.438758850097656,-15.323649406433105,-6.594852924346924,-3.7746734619140625,8.77873420715332,,,,,
felonious,-35.84751510620117,-13.902512550354004,5.225143909454346,-4.494204998016357,15.159152030944824,,,,,
feminine,35.96586990356445,1.0618152618408203,-20.213773727416992,-14.115424156188965,6.499602317810059,0.43,0.0,-0.06,0.37,0.02
ferocious,-23.082874298095703,-21.510879516601562,31.507366180419922,-0.005671309307217598,10.624454498291016,,,,,
fervent,9.39290714263916,-32.11696243286133,14.259053230285645,2.193448543548584,9.800691604614258,,,,,
festive,36.30987548828125,-37.43486022949219,-16.77849006652832,-7.657466888427734,-10.740012168884277,,,,,
fickle,-24.20243263244629,-17.196502685546875,-18.774017333984375,-3.6175084114074707,10.820425987243652,,,,,
fidgety,-23.20831871032715,-8.37197494506836,-20.787189483642578,-12.601393699645996,-0.5038756728172302,,,,,
fiendish,-27.761178970336914,-20.568002700805664,13.009808540344238,-5.462117671966553,17.460458755493164,,,,,
fierce,-11.390621185302734,-19.97572135925293,42.101844787597656,-2.6819300651550293,5.521871089935303,,,,,
fiery,-11.805153846740723,-42.510257720947266,26.18351173400879,-1.1394282579421997,-3.6956615447998047,,,,,
filthy,-38.44063186645508,-9.618522644042969,-13.403987884521484,-3.604490041732788,9.574849128723145,,,,,
fine,46.1982536315918,-1.594505786895752,0.8379623889923096,3.6474151611328125,13.548385620117188,,,,,
finicky,-20.87103843688965,13.119922637939453,7.635396957397461,-21.878585815429688,4.339689254760742,-0.06,-0.06,0.07,0.35,-0.02
firm,17.032859802246094,15.535934448242188,50.41917037963867,9.279037475585938,-5.3898024559021,-0.17,0.17,0.4,-0.15,0.08
fishy,-26.46909523010254,-10.27855396270752,-10.664889335632324,-4.541842460632324,25.457103729248047,,,,,
flaky,-22.75714111328125,-9.241958618164062,-30.658798217773438,7.111417293548584,4.302125930786133,,,,,
flamboyant,5.902520656585693,-55.8944091796875,-2.283486843109131,8.409836769104004,-6.180007457733154,-0.04,0.39,-0.1,0.08,0.01
flammable,-28.437562942504883,-19.288227081298828,-10.691691398620605,11.57952880859375,11.506796836853027,,,,,
flashy,4.172492504119873,-47.64836120605469,6.125746250152588,6.428306579589844,-5.778793811798096,,,,,
flatterable,43.90941619873047,-12.307158470153809,-20.151744842529297,-5.719174861907959,-4.856115341186523,,,,,
flattering,44.86077880859375,-17.026334762573242,-1.4086424112319946,-15.738921165466309,0.5664511919021606,,,,,
flaunty,13.930344581604004,-49.56553268432617,-12.333117485046387,16.60642433166504,-11.52145004272461,,,,,
flawless,32.24257278442383,3.189746856689453,12.242267608642578,14.08650016784668,17.113731384277344,,,,,
flexible,42.686763763427734,-16.071269989013672,-16.08417320251465,6.422918796539307,3.088611125946045,0.39,0.07,-0.02,-0.2,0.13
flighty,-13.9627046585083,-25.17481803894043,-31.600353240966797,4.656637668609619,-3.673206329345703,,,,,
flinching,-23.059560775756836,2.7668514251708984,-22.155033111572266,0.11984667181968689,25.82907485961914,,,,,
flippant,-3.684393882751465,-38.73136520385742,-26.06040382385254,16.73272132873535,-38.18181228637695,,,,,
flirtatious,7.488584518432617,-45.41962432861328,-19.776138305664062,-13.896417617797852,-21.807920455932617,0.03,0.36,-0.15,0.2,0.0
florid,15.078657150268555,-45.342681884765625,-11.03244686126709,12.146666526794434,3.785926103591919,,,,,
fluid,28.277183532714844,-21.960386276245117,-16.49820327758789,26.238155364990234,27.64995765686035,,,,,
fluttery,-0.6766425967216492,-29.308656692504883,-37.309112548828125,1.9954118728637695,14.571578025817871,,,,,
folksy,40.58740997314453,-5.871910572052002,-31.67076301574707,-8.164226531982422,-14.81793212890625,,,,,
foolhardy,-23.12067222595215,-38.71229553222656,-13.487516403198242,9.529655456542969,-12.318517684936523,-0.02,0.14,-0.38,0.0,-0.18
foolish,-18.673295974731445,-17.796632766723633,-30.818817138671875,2.820885419845581,-14.779117584228516,,,,,
footloose,2.4115941524505615,-13.07026481628418,-33.635093688964844,24.034656524658203,-9.248744010925293,,,,,
foppish,-6.457269668579102,1.608977198600769,-39.1924934387207,-10.215349197387695,-17.084678649902344,,,,,
forbearing,-6.513582706451416,37.60390853881836,33.90913772583008,-15.87231159210205,12.136616706848145,,,,,
forceful,-1.7741854190826416,-25.84800148010254,43.78411102294922,5.897937297821045,-8.457456588745117,-0.34,0.38,0.15,-0.01,0.11
forceless,13.773192405700684,24.137893676757812,-32.86387634277344,29.296052932739258,4.273688793182373,,,,,
forcible,-5.408603191375732,-14.942567825317383,32.35993957519531,22.945798873901367,10.72159194946289,,,,,
foresighted,27.74724006652832,-8.707023620605469,32.02806091308594,5.437580585479736,-1.737024188041687,0.12,-0.02,0.29,-0.11,0.27
foresightless,-30.71637535095215,-7.556802749633789,-24.921920776367188,18.591049194335938,-10.405387878417969,,,,,
forethoughtful,39.62903594970703,12.91996955871582,31.103267669677734,-10.124114990234375,6.931675910949707,,,,,
forgetful,-19.66518211364746,13.820785522460938,-36.09436798095703,-3.8306586742401123,-1.0044058561325073,0.02,-0.06,-0.4,0.08,0.02
forgiving,49.17183303833008,-3.041757822036743,-17.893693923950195,-20.95976448059082,-7.751257419586182,,,,,
forlorn,-14.805575370788574,34.17231369018555,-25.047910690307617,-25.770261764526367,25.77020835876465,,,,,
formal,12.293042182922363,46.916175842285156,38.37620162963867,-10.575019836425781,-11.145650863647461,0.07,-0.09,0.37,0.14,-0.14
forthcoming,38.77079772949219,-28.095821380615234,-1.5312509536743164,1.1393243074417114,-18.6516170501709,,,,,
forthright,23.976762771606445,-23.664892196655273,22.86379051208496,15.517438888549805,-28.177820205688477,,,,,
fortunate,35.929935455322266,-14.963839530944824,-2.3267080783843994,-2.918947458267212,15.711006164550781,,,,,
forward,24.168867111206055,-24.008039474487305,8.520845413208008,18.6474666595459,-7.697713375091553,,,,,
forward-looking,36.6071891784668,-27.174396514892578,9.454949378967285,12.973718643188477,-3.2342724800109863,,,,,
foul-mouthed,-45.18326187133789,-30.86026382446289,2.1003241539001465,-10.04074764251709,-16.330656051635742,,,,,
foxy,10.434049606323242,-24.124629974365234,-6.94185209274292,-5.031595706939697,2.5147054195404053,,,,,
fractious,-37.62214660644531,-18.449670791625977,5.608401775360107,-11.504995346069336,-0.4157121777534485,,,,,
fragile,3.2269136905670166,13.588709831237793,-27.281095504760742,-10.964824676513672,21.569412231445312,,,,,
frank,18.859256744384766,-22.57876205444336,12.984635353088379,11.280163764953613,-20.377700805664062,-0.08,0.31,0.02,-0.09,0.22
fraternal,34.203678131103516,-6.421782493591309,-9.235398292541504,-12.742795944213867,-4.307589054107666,,,,,
fraudulent,-30.876968383789062,-4.344876289367676,-15.996757507324219,-6.553947448730469,11.888876914978027,,,,,
free,25.478666305541992,-31.282333374023438,-18.83453941345215,26.558229446411133,-5.552499294281006,,,,,
free-living,20.719579696655273,-34.9977912902832,-24.980005264282227,23.48978042602539,-15.252367973327637,,,,,
free-minded,31.368213653564453,-33.994720458984375,-16.498424530029297,16.098207473754883,-9.925579071044922,,,,,
free-thinking,27.861968994140625,-34.605411529541016,-7.321167945861816,17.58796501159668,-7.051209449768066,,,,,
frenetic,-20.557188034057617,-38.234893798828125,0.27629169821739197,5.282916069030762,-1.3408784866333008,,,,,
frenzied,-31.00985336303711,-32.458656311035156,-3.6356329917907715,1.718170166015625,7.826080799102783,,,,,
fretful,-24.09187889099121,9.096590995788574,-11.750505447387695,-30.857725143432617,21.45394515991211,0.07,-0.24,-0.07,0.45,-0.05
fretless,29.966089248657227,10.96938705444336,-20.92363929748535,30.221200942993164,-12.88941764831543,,,,,
fretting,-23.910646438598633,13.985584259033203,-15.06636905670166,-33.76996612548828,30.69941520690918,,,,,
friendly,56.21500778198242,-18.453977584838867,-21.38343048095703,-20.61091423034668,-19.015811920166016,0.37,0.39,-0.03,-0.17,-0.16
frightenable,-19.994794845581055,-8.479328155517578,-2.282445192337036,8.198423385620117,25.0076961517334,,,,,
frightened,-18.560962677001953,10.904850006103516,-13.316231727600098,-23.43398666381836,22.566286087036133,,,,,
frightening,-27.30168342590332,-10.314031600952148,24.379150390625,-8.106756210327148,24.5064640045166,,,,,
frigid,-21.51419448852539,39.73234176635742,0.6539380550384521,0.724418580532074,3.5051424503326416,,,,,
frisky,1.0325859785079956,-51.44450759887695,-10.171984672546387,3.099815607070923,-13.04633903503418,,,,,
frivolous,2.0354807376861572,-33.523643493652344,-37.40032196044922,4.82063627243042,-21.735870361328125,0.07,0.09,-0.3,0.21,-0.04
frolicsome,17.06984519958496,-45.9699592590332,-25.85614776611328,9.937873840332031,-10.73554801940918,,,,,
frugal,30.925792694091797,27.85626220703125,14.20523738861084,-8.960054397583008,-12.064092636108398,,,,,
frustrated,-32.738075256347656,5.6377668380737305,-6.207137584686279,-22.84560775756836,15.075818061828613,,,,,
frustrating,-29.41468048095703,-5.066905498504639,7.13648796081543,-13.644207954406738,13.840047836303711,,,,,
fumbling,-20.216947555541992,-3.9597020149230957,-42.19459533691406,-3.009293794631958,11.345903396606445,,,,,
funny,30.21749496459961,-33.508033752441406,1.283241868019104,-14.453850746154785,-2.74621319770813,,,,,
furious,-28.667409896850586,-14.871338844299316,9.485244750976562,-0.7488303780555725,20.897157669067383,,,,,
fussy,-23.740358352661133,5.794589996337891,-0.0980510413646698,-24.14499282836914,-1.1341966390609741,,,,,
gabby,-8.128900527954102,-16.936561584472656,-33.522945404052734,-1.6568827629089355,-1.3373589515686035,,,,,
gallant,37.75529098510742,-19.10314178466797,18.44650650024414,-7.447182655334473,-7.692025661468506,,,,,
garish,-18.969430923461914,-34.48531723022461,-14.328689575195312,14.53392505645752,10.342761039733887,,,,,
garrulous,4.379060745239258,-55.80219268798828,-17.755239486694336,3.2592227458953857,-26.208749771118164,,,,,
gauche,-19.396709442138672,-10.109966278076172,-27.545251846313477,4.271559238433838,-12.863174438476562,,,,,
gaudy,-3.9122397899627686,-34.61665344238281,-6.735249996185303,3.3202803134918213,0.10457818955183029,,,,,
generative,31.752485275268555,-25.581436157226562,-3.2319037914276123,15.544964790344238,12.095159530639648,,,,,
generous,56.104713439941406,-18.43003273010254,-12.189090728759766,-21.487882614135742,-10.507590293884277,0.4,0.15,-0.03,-0.15,0.04
genial,55.97404098510742,-12.216475486755371,-18.475950241088867,-11.459009170532227,-17.192607879638672,0.37,0.14,-0.08,-0.03,0.3
genteel,54.72163009643555,23.804153442382812,-11.277464866638184,-22.259504318237305,-5.121087551116943,,,,,
gentle,59.023128509521484,13.465940475463867,-17.684993743896484,-25.200075149536133,-4.426761627197266,,,,,
gentle-minded,59.28471755981445,10.45566177368164,-19.49944496154785,-20.73703384399414,-7.991156101226807,,,,,
gentlemanlike,53.53004455566406,17.572458267211914,5.665616035461426,-21.4567813873291,-13.183345794677734,,,,,
genuine,48.253482818603516,-12.60154914855957,1.739327073097229,-2.265113353729248,7.0763630867004395,,,,,
giddy,14.871111869812012,-40.423892974853516,-35.31867980957031,-8.011927604675293,-8.655653953552246,,,,,
gifted,36.13444900512695,-27.675308227539062,14.479090690612793,-6.483152389526367,17.994094848632812,,,,,
giggly,17.787412643432617,-32.53718185424805,-44.30941390991211,-16.93096351623535,-14.37117862701416,,,,,
girlish,27.426240921020508,-19.881086349487305,-31.32455825805664,-15.873161315917969,-10.750168800354004,,,,,
giving,56.19084548950195,-15.567480087280273,-17.051006317138672,-20.067665100097656,-5.764656066894531,,,,,
glad,41.19765090942383,-19.347166061401367,-17.955921173095703,-10.71402359008789,1.2230616807937622,,,,,
glamorous,26.004653930664062,-24.763914108276367,6.274697303771973,-5.212571620941162,10.633429527282715,,,,,
gleeful,22.275651931762695,-38.767757415771484,-12.269153594970703,0.4863506555557251,-10.590893745422363,,,,,
glib,2.181910276412964,-31.279407501220703,-16.539731979370117,13.58560562133789,-31.21335792541504,,,,,
gloating,-37.174560546875,-12.977298736572266,7.678859710693359,-22.40621566772461,-11.447546005249023,,,,,
gloomy,-22.95353126525879,44.70079803466797,2.8367526531219482,-31.779104232788086,14.313986778259277,,,,,
glum,-24.572786331176758,41.45322799682617,-6.1136956214904785,-23.697572708129883,15.408710479736328,,,,,
